certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;estilo_corregido;estilo_limpio;estilo_cliente;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Zapote Br. Co.;Ipa;English Ipa;English Ipa;English Ipa;Ipa;Bronce;Bronce;Beer;Style;Guatemala;Guatemala
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Capital Pecado;MALIGNA;European Dark Lager;European Dark Lager;European Dark Lager;Amber Lager;Bronce;Bronce;Beer;Style;guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Eremita - Ermitaña;Mandanga;Experimental Beer;Experimental Beer;Experimental;Experimental;Plata;Plata;Beer;Style;San José;Costa Rica
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Eremita - Ermitaña;Matusalén;Experimental Beer;Experimental Beer;Experimental;Experimental;Bronce;Bronce;Beer;Style;San José;Costa Rica
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Krox;Krox King Slayer;Experimental Beer;Experimental Beer;Experimental;Experimental;Oro;Oro;Beer;Style;CDMX;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;Ónix (Black Rye Cold IPA);Experimental Ipa;Experimental Ipa;Experimental Ipa;Ipa;Plata;Plata;Beer;Style;Lerma;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Huerfana;HUERFANA BLACK IPA;Experimental Ipa;Experimental Ipa;Experimental Ipa;Ipa;Oro;Oro;Beer;Style;Saltillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Pintito  Artesanal;Diablo Viejo;Experimental Ipa;Experimental Ipa;Experimental Ipa;Ipa;Bronce;Bronce;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Nicté;NICTE B STOUT;Export Stout;Export Stout;Export Stout;Stout;Oro;Oro;Beer;Style;Merida;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ashby;Ashby British Strong Ale;Extra Special Bitter;Extra Special Bitter;Extra Special Bitter;ESB;Oro;Oro;Beer;Style;Amparo;Brasil
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fausto;Bollocks;Extra Special Bitter;Extra Special Bitter;Extra Special Bitter;ESB;Bronce;Bronce;Beer;Style;Monterrey;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Perla Negra Cerveceria;Fuego de Rebeldia;Extra Special Bitter;Extra Special Bitter;Extra Special Bitter;ESB;Plata;Plata;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Salsipuedes Br. Co.;guava brava;Field Beer;Field Beer;Field;Field;Oro;Oro;Beer;Style;Panama;Panamá
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Pintito  Artesanal;Contigo Mejor;German Leichtbier;German Leichtbier;Leichtbier;Leichtbier;Bronce;Bronce;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bermejo Casa Cervecera;Yupi Pils;German Pils;German  Pils;Pils;Pils;Bronce;Bronce;Beer;Style;LA PAZ;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;De Colima;Colimita;German Pils;German  Pils;Pils;Pils;Oro;Oro;Beer;Style;El Trapiche;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Perla Negra Cerveceria;Cuenca de Oro;German Pils;German  Pils;Pils;Pils;Plata;Plata;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Brujas;LA TERCERA ES LA VENCIDA;Gose;Gose;Gose;German Sour;Oro;Oro;Beer;Style;Necochea;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;De Colima;Mar de Acullá;Gose;Gose;Gose;German Sour;Bronce;Bronce;Beer;Style;El Trapiche;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fractal Cervecería;Gosé Mezcal Maracuyá;Gose;Gose;Gose;German Sour;Plata;Plata;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Artesanal Aguamala (Colab. Con Carrodilla);Mar y Estrellas;Grape Ales;Grape Ales;Grape Ales;Grape Ales;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cuatro Palos (Colab. Con Puerta Del Lobo);Dúo;Grape Ales;Grape Ales;Grape Ales;Grape Ales;Plata;Plata;Beer;Style;Queretaro;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Torrealta Cervecería;La Bendimia;Grape Ales;Grape Ales;Grape Ales;Grape Ales;Bronce;Bronce;Beer;Style;El Retiro;Colombia
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fábrica De S Tarabaña;Caliza;Hazy Ipa;Hazy Ipa;Hazy Ipa;Ipa;Plata;Plata;Beer;Style;Lerma;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Intergalactic Br. Co.;Intergalactic;Hazy Ipa;Hazy Ipa;Hazy Ipa;Ipa;Oro;Oro;Beer;Style;Santiago;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Transpeninsular;Slayz the Haze;Hazy Ipa;Hazy Ipa;Hazy Ipa;Ipa;Bronce;Bronce;Beer;Style;ENSENADA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruer (Colab. Con Cerveceria Semanario);Haze Fiction;Hazy Pale Ale;Hazy Pale Ale;Hazy Pale Ale;Hazy Pale Ale;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cardera;Murkey Mosice;Hazy Pale Ale;Hazy Pale Ale;Hazy Pale Ale;Hazy Pale Ale;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ludica Cerveceria;Superhaze;Hazy Pale Ale;Hazy Pale Ale;Hazy Pale Ale;Hazy Pale Ale;Oro;Oro;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Primus;Jabalí Hellesbock;Helles Bock;Helles Bock;Helles Bock;Helles Bock;Oro;Oro;Beer;Style;San Juan del Río;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fabrica De  La Ruina;Mexa Porter;Herb/Spice Beer;Herb/Spice Beer;Herb/Spice;Herb/Spice;Plata;Plata;Beer;Style;Hermosillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Huerfana;HUERFANA SANSHO RICE LAGER;Herb/Spice Beer;Herb/Spice Beer;Herb/Spice;Herb/Spice;Oro;Oro;Beer;Style;Saltillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Santa Sabina;el señor invisible y su helado negro;Herb/Spice Beer;Herb/Spice Beer;Herb/Spice;Herb/Spice;Bronce;Bronce;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cannería ;La bombera;Imperial Red Ale;Imperial Red Ale;Imperial Red Ale;Red Ale;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cuatro Palos;Brújula;International Pilsner;International Pilsner;International Pilsner;International Pilsner;Bronce;Bronce;Beer;Style;Queretaro;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;Lucky Stout;Irish Dry Stout;Irish Dry Stout;Irish Dry Stout;Stout;Bronce;Bronce;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Punto Medio;Punto Medio Stout;Irish Dry Stout;Irish Dry Stout;Irish Dry Stout;Stout;Plata;Plata;Beer;Style;El Marqués;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Adamar;Adamar Irish Red Ale;Irish Red Ale;Irish Red Ale;Irish Red Ale;Irish Red Ale;Bronce;Bronce;Beer;Style;Tapachula;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Elviaje Cervecería;La compa;Irish Red Ale;Irish Red Ale;Irish Red Ale;Irish Red Ale;Oro;Oro;Beer;Style;San Jose;Costa Rica
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Icono;Colorado River;Irish Red Ale;Irish Red Ale;Irish Red Ale;Irish Red Ale;Plata;Plata;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ballesteros;Huachicol;Marzen Rauchbier;Marzen Rauchbier;Marzen Rauchbier;Marzen Rauchbier;Bronce;Bronce;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Lúpulos Craft Beer;Rauchbier;Marzen Rauchbier;Marzen Rauchbier;Marzen Rauchbier;Marzen Rauchbier;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Armor Cerveceria (Colab. Con Cachimbon Cerveza/nigthmare Cerveceria);Arcani;Mexican Dark Lager;Mexican Dark Lager;Mexican Dark Lager;Lager;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cachimbón ;Mestiza Clara;Mexican Light Lager;Mexican Light Lager;Mexican Light Lager;Lager;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;De La Costa;Bahía;Mexican Light Lager;Mexican Light Lager;Mexican Light Lager;Lager;Bronce;Bronce;Beer;Style;Colima;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Siete-Veintidós;Toluca Especial;Mexican Light Lager;Mexican Light Lager;Mexican Light Lager;Lager;Oro;Oro;Beer;Style;Toluca;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Alta Baja;Pata Salada;Mexican Pale Lager;Mexican Pale Lager;Mexican Pale Lager;Lager;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Farland Aleworks;Rebels' Lager;Mexican Pale Lager;Mexican Pale Lager;Mexican Pale Lager;Lager;Oro;Oro;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Nightmare Cervecería;Midnight;Munich Dunkel;Munich Dunkel;Munich Dunkel;Munich Dunkel;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cuatro Palos;Surfen Helles;Munich Helles;Munich Helles;Munich Helles;Munich Helles;Plata;Plata;Beer;Style;Queretaro;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Loa;Entre Nubes Pale Lager;Munich Helles;Munich Helles;Munich Helles;Munich Helles;Oro;Oro;Beer;Style;Quilicura;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Alto Golfo;Delta pilsner;New Zealand Pilsner;New Zealand Pilsner;New Zealand Pilsner;New Zealand Pilsner;Oro;Oro;Beer;Style;San Luis Rio Colorado;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Brewtal Br. Bros;Super Brewtal Bros 1;New Zealand Pilsner;New Zealand Pilsner;New Zealand Pilsner;New Zealand Pilsner;Plata;Plata;Beer;Style;San Luis Potosí;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Buko Br. Co.;Festival;New Zealand Pilsner;New Zealand Pilsner;New Zealand Pilsner;New Zealand Pilsner;Bronce;Bronce;Beer;Style;BUENOS AIRES;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Insurgente;Dragula;Oatmeal Stout;Oatmeal Stout;Oatmeal Stout;Stout;Oro;Oro;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Oaxaco;STOUT OAXACO;Oatmeal Stout;Oatmeal Stout;Oatmeal Stout;Stout;Bronce;Bronce;Beer;Style;OAXACA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;UNA FIERA;Oktoberfest;Oktoberfest;Oktoberfest;Oktoberfest;Plata;Plata;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ankurü;Pyment Cabernet Sauvignon;Pyment;Pyment;Pyment;Pyment;Oro;Oro;Beer;Style;Santiago;Chile
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Copantl;Copan Galel;Pyment;Pyment;Pyment;Pyment;Bronce;Bronce;Beer;Style;San Pedro Sula;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruer;Red Zone;Red Ale;Red Ale;Red Ale;Red Ale;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Huerfana;HUERFANA BLACK ALE;Robust Porter;Robust Porter;Robust Porter;Porter;Bronce;Bronce;Beer;Style;Saltillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Icono;Cuervayork;Robust Porter;Robust Porter;Robust Porter;Porter;Oro;Oro;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Buko Br. Co.;ELEPHANTIDAE - IMPERIAL STOUT;Russian Imperial Stout;Russian Imperial Stout;Russian Imperial Stout;Stout;Bronce;Bronce;Beer;Style;BUENOS AIRES;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Santa Sabina;santa sabina ritual imperial stout;Russian Imperial Stout;Russian Imperial Stout;Russian Imperial Stout;Stout;Plata;Plata;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Amante Brew. Co.;Elizabeth;Rye Beer;Rye Beer;Rye;Rye;Plata;Plata;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;Abadía de las Erres - Saison;Saison;Saison;Saison;Saison;Oro;Oro;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fabrica De  La Ruina;Black Lager;Schwarzbier;Schwarzbier;Schwarzbier;Schwarzbier;Oro;Oro;Beer;Style;Hermosillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Tres Islas;Tres Islas Scottish;Scottish Export Ale;Scottish Export Ale;Scottish Export Ale;Scottish Ale;Plata;Plata;Beer;Style;Mazatlan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bombarderos;Aleron;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Plata;Plata;Beer;Style;HERMOSILLO;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cardera;MoSiCe;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ramuri;VALKIRIA;Session Ipa;Session Ipa;Session Ipa;Session Ipa;Bronce;Bronce;Beer;Style;TIJUANA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;De Colima;Colima Cero Session IPA;Sin Alcohol;Sin Alcohol;Sin Alcohol;Sin Alcohol;Oro;Oro;Beer;Style;El Trapiche;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Good Fucking Crafts;RICE BLONDE GOOD FUCKING CRAFTS;Sin Alcohol;Sin Alcohol;Sin Alcohol;Sin Alcohol;Plata;Plata;Beer;Style;GUADALAJARA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La Blanca;La Blanca Original;South German Hefeweizen;South German  Hefeweizen;South Hefeweizen;South Hefeweizen;Bronce;Bronce;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Perla Negra Cerveceria;Viento de Libertad;South German Hefeweizen;South German  Hefeweizen;South Hefeweizen;South Hefeweizen;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La Bichola;Camino a la sierra;Specialty Beer;Specialty Beer;Specialty;Specialty;Bronce;Bronce;Beer;Style;Mazatlan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Libertadores;ARKTURUS;Specialty Beer;Specialty Beer;Specialty;Specialty;Plata;Plata;Beer;Style;Jiquilpan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Santa Sabina;homemade cream banana Thai;Specialty Beer;Specialty Beer;Specialty;Specialty;Oro;Oro;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Siete-Veintidós;Coco Maple Stout;Specialty Beer;Specialty Beer;Specialty;Specialty;Bronce;Bronce;Beer;Style;Toluca;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bikihr;Honey Lechiguana;Specialty Honey Beer;Specialty Honey Beer;Specialty Honey;Specialty Honey;Oro;Oro;Beer;Style;Villa Ramallo;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Beerna;Saison Fruit Beer;Specialty Saison;Specialty Saison;Specialty Saison;Saison;Bronce;Bronce;Beer;Style;Leon;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Madre Tierra;Saison con Naranjas;Specialty Saison;Specialty Saison;Specialty Saison;Saison;Plata;Plata;Beer;Style;La plata;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bosinger Beer;BOSIGER B-WINE;Strong Ale;Strong Ale;Strong Ale;Strong Ale;Oro;Oro;Beer;Style;Tijuana;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Doblerre De Autor;Kanpai!;Tropical Light Lager;Tropical Light Lager;Tropical Light Lager;Lager;Oro;Oro;Beer;Style;ZAPOPAN;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Porfirio Cerveceria Con Historia;YAMATO;Tropical Light Lager;Tropical Light Lager;Tropical Light Lager;Lager;Plata;Plata;Beer;Style;GUADALAJARA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Tres Islas;Tres Islas Vienna;Vienna Lager;Vienna Lager;Vienna Lager;Lager;Oro;Oro;Beer;Style;Mazatlan;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Lardi Br.;Wee Heavy;Wee Heavy;Wee Heavy;Wee Heavy;Scotch Ale;Oro;Oro;Beer;Style;Bello;Colombia
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;El Gardenia;OBLIGAME PRRO! WC IPA;West Coast Ipa;West Coast Ipa;West Coast Ipa;Ipa;Bronce;Bronce;Beer;Style;CHIHUAHUA;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Fabrica De  La Ruina;Churea;West Coast Ipa;West Coast Ipa;West Coast Ipa;Ipa;Oro;Oro;Beer;Style;Hermosillo;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Wendlandt;PERRO DEL MAR;West Coast Ipa;West Coast Ipa;West Coast Ipa;Ipa;Plata;Plata;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025; Cerveza Loba;Blanka;Witbier;Witbier;Witbier;Belgian Ale;Oro;Oro;Beer;Style;Guadalajara;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Rrëy;Whïte;Witbier;Witbier;Witbier;Belgian Ale;Bronce;Bronce;Beer;Style;Santa Catarina;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Tropel;Sueño de verano Witbier;Witbier;Witbier;Witbier;Belgian Ale;Plata;Plata;Beer;Style;Lujan;Argentina
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Ballesteros;La Resfrescante Ahumada;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Oro;Oro;Beer;Style;Mexicali;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruer;Cuvee Blend #2;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Bronce;Bronce;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Cardera (Colab. Con Cerveceria Ramuri);Lágrimas de Don Arturo;Wood Aged Beer;Wood Aged Beer;Wood Aged;Wood Aged;Oro;Oro;Beer;Style;Ensenada;México
Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Bruselas Bbc (Colab. Con Cerveceria Kuruf);Sed Brett-dadera;Wood Aged Sour;Wood Aged Sour;Wood Aged Sour;Sour Ale;Plata;Plata;Beer;Style;Neuquen;Argentina
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Karsten;Karsten Adambier;Adambier;Adambier;Adambier;Adambier;Plata;Plata;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Don Moss;Scotti;Adambier;Adambier;Adambier;Adambier;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Stannis Cervejaria;Kaptain Lisa;Adambier;Adambier;Adambier;Adambier;Oro;Oro;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Três Santas;O Julgamento 2021;Aged Beer;Aged Beer;Aged Beer;Aged;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Opa Bier;Tripel;Aged Beer;Aged Beer;Aged Beer;Aged;Oro;Oro;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Salva Craft Beer;The Legend of Eisbock;Aged Beer;Aged Beer;Aged Beer;Aged;Plata;Plata;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Flagra;Psicopata;Altbier;Altbier;Altbier;Altbier;Plata;Plata;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Naipe Brew;Altbier;Altbier;Altbier;Altbier;Altbier;Oro;Oro;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Walfänger;Sebastian;Altbier;Altbier;Altbier;Altbier;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Barnia Cervejaria;Barnia Amber Ale;American Amber Ale;American Amber Ale;Amber Ale;Amber Ale;Plata;Plata;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Hermosa Beer Co.;Amber;American Amber Ale;American Amber Ale;Amber Ale;Amber Ale;Oro;Oro;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Hop Capital Beer;BSB Red Ale;American Amber Ale;American Amber Ale;Amber Ale;Amber Ale;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Wolfes Bier;Vienna - Wolfes Bier;American Amber Lager;American Amber Lager;Amber Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Lassberg;LassBerg Amber Lager;American Amber Lager;American Amber Lager;Amber Lager;Lager;Oro;Oro;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Naipe Brew;Amber Lager;American Amber Lager;American Amber Lager;Amber Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Patanegra;Patanegra Amber Light Lager;American Amber Light Lager;American Amber Light Lager;Amber Light Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Hunsrück;Hunsrück Barley Wine;American Barley Wine;American Barley Wine;Barley Wine;Barley Wine;Bronce;Bronce;Beer;Style; - ;Brasil
Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Landel;Guarda;American Barley Wine;American Barley Wine;Barley Wine;Barley Wine;Plata;Plata;Beer;Style; - ;Brasil
